k1,k2,k3,k4
0.0069055,-1.2447,0.20457,0.10876
0.0056107,-0.84678,-0.060855,0.10833
0.0060423,-0.65559,-0.13897,0.10833
0.0056107,-0.1817,0.060855,0.1079
0.0060423,0.83384,-0.059128,0.1079
0.0069055,1.3164,0.0043159,0.10876
0.0064739,1.1903,0.072076,0.10833
0.0064739,0.68882,-0.058265,0.1079
0.0069055,0.019853,0.056107,0.10876
0.0077687,0.32413,0.13336,0.10876
0.0082003,1.4307,-0.042296,0.10876
0.0077687,1.8023,-0.039275,0.10876
0.0073371,1.467,0.081139,0.10876
0.0073371,1.063,0.13897,0.10876
0.0069055,1.1204,0.093656,0.10876
0.0069055,1.0281,-0.08675,0.10833
0.0069055,0.6612,-0.11998,0.10833
0.0069055,0.96849,-0.051791,0.10833
0.0069055,1.7816,-0.063876,0.10833
0.0069055,2.0462,-0.051791,0.10876
0.0069055,1.8015,-0.028485,0.10876
0.0069055,2.0716,0.076392,0.10876
0.0069055,1.7026,0.052223,0.10876
0.0069055,1.2663,0.03798,0.10919
0.0069055,0.83384,0.018127,0.10919
0.0069055,0.70868,0.050496,0.10876
0.0069055,1.0337,0.069055,0.10876
0.0069055,1.2797,-0.038412,0.10876
0.0069055,1.2754,-0.028917,0.10876
0.0073371,1.1122,0.017264,0.10962
0.0073371,0.66163,0.087182,0.10833
0.0082003,0.15322,-0.062581,0.10962
0.0086319,0.063876,-0.06517,0.10876
0.0086319,0.42728,0.040138,0.10876
0.0073371,1.1869,0.078118,0.11092
0.0064739,1.5507,-0.016832,0.10531
0.0073371,1.0328,-0.010358,0.11912
0.0064739,0.28183,0.090203,0.091066
0.0064739,-0.12128,0.11696,0.15019
0.0064739,-0.073802,0.037117,-0.27795
0.0056107,0.0086319,-0.032369,-0.54812
0.0051791,-0.27406,0.015106,-0.47346
0.0051791,-0.41303,0.037117,-0.51403
0.0056107,-0.23781,0.031506,-0.48943
0.0060423,-0.24687,-0.053517,-0.50367
0.0060423,-0.61027,-0.038843,-0.49547
0.0060423,-0.91757,-0.02978,-0.49892
0.0064739,-0.91713,-0.013811,-0.49763
0.0064739,-0.70781,-0.0090634,-0.49763
0.0073371,-0.40483,-0.035391,-0.49763
0.0073371,-0.30729,-0.11049,-0.49676
0.0069055,-0.39965,-0.036254,-0.49676
0.0069055,-0.32672,0.058697,-0.49676
0.0069055,-0.12905,-0.00043159,-0.49633
0.0069055,-0.14976,-0.002158,-0.4959
0.0069055,-0.53474,0.015969,-0.49547
0.0060423,-0.92706,-0.032801,-0.49547
0.0073371,-1.145,-0.017264,-0.49504
0.0077687,-1.2697,-0.015969,-0.49504
0.0069055,-1.1282,0.023738,-0.49504
0.0069055,-0.77816,0.084592,-0.49461
0.0069055,-0.44109,0.083297,-0.49461
0.0069055,-0.43936,-0.012085,-0.49417
0.0069055,-0.48899,0.0047475,-0.49417
0.0069055,-0.37117,0.02978,-0.49461
0.0069055,-0.46914,-0.077687,-0.49331
0.0069055,-0.58394,-0.02978,-0.49547
0.0069055,-0.59301,0.039275,-0.49072
0.0069055,-0.47777,-0.019853,-0.49719
0.0069055,-0.35391,-0.031938,-0.4877
0.0069055,0.027622,0.045317,-0.50065
0.0073371,0.39922,-0.060423,-0.48295
0.0073371,0.35175,-0.053086,-0.50712
0.0077687,0.33535,0.015537,-0.44756
0.0086319,0.45749,0.031075,0.048338
0.0086319,0.38153,0.026759,0.11524
0.0086319,0.094087,-0.041864,0.091066
0.0086319,0.0025896,-0.016832,0.11135
0.0082003,0.28874,0.047907,0.099266
0.0082003,0.66163,0.045317,0.11006
0.0077687,0.62495,-0.11308,0.10401
0.0073371,0.31463,-0.093656,0.10876
0.0073371,0.23263,0.032801,0.10703
0.0069055,0.48856,0.070781,0.10876
0.0064739,0.68839,-0.020285,0.10876
0.0056107,0.67674,-0.031075,0.10876
0.002158,0.67026,0.027622,0.10833
0.0047475,0.60725,0.024601,0.10876
0.0060423,0.4536,0.046612,0.10876
0.0060423,0.27104,0.12603,0.10919
0.0064739,0.063876,-0.033233,0.11006
0.0060423,-0.047475,0.054812,0.11049
0.0056107,0.21623,0.12603,0.11049
0.0056107,0.3798,-0.079845,0.11049
0.0051791,0.18688,-0.036685,0.10962
0.0047475,0.15624,0.028485,0.10962
0.0047475,0.096677,-0.05697,0.11006
0.0047475,-0.18688,-0.025896,0.11006
0.0043159,-0.21839,0.017264,0.10962
0.0038843,0.11265,0.0056107,0.10962
0.0043159,0.29607,-0.03798,0.10962
0.0043159,0.41433,-0.030643,0.11006
0.0038843,0.45878,-0.047044,0.11049
0.002158,0.16703,-0.07035,0.11049
0.002158,-0.32326,0.085455,0.11006
0.0034527,-0.46828,0.054812,0.11006
0.0034527,-0.66767,0.034527,0.11006
0.0025896,-1.2443,0.053949,0.11006
0.0025896,-1.4398,0.042728,0.10962
0.0025896,-1.025,0.055244,0.10962
0.002158,-0.66854,0.025032,0.10919
0.0017264,-0.79586,-0.04877,0.10919
0.0017264,-0.9905,-0.064307,0.10962
0.002158,-1.0984,-0.085887,0.10962
0.0017264,-0.97928,-0.059991,0.10962
0.00086319,-0.39577,-0.01079,0.11006
0.00086319,0.25766,-0.05697,0.11006
0.0012948,0.25334,-0.066897,0.10962
0.00043159,0.072076,0.061718,0.10876
0,0.18386,0.075097,0.10876
0,0.22443,0.024601,0.10919
-0.00043159,-0.20544,0.034959,0.10919
-0.00043159,-0.7527,0.042728,0.10919
-0.00043159,-1.1675,0,0.10919
-0.00043159,-1.2723,0.090203,0.10919
0,-1.142,0.10747,0.10962
0,-1.3241,-0.013811,0.10962
0.00086319,-1.6474,-0.064307,0.10962
0.00086319,-1.694,-0.02158,0.10962
0.0017264,-1.5326,-0.031075,0.10919
0.0017264,-1.0552,-0.084161,0.10919
0.0012948,-0.3647,-0.11351,0.10919
0.0017264,0.19465,-0.03798,0.10919
0.0017264,0.37592,0.016401,0.10876
0.002158,0.3483,0.0043159,0.10876
0.0012948,0.30557,0.073802,0.10876
0.0012948,0.17134,-0.048338,0.11006
-0.00043159,-0.35865,-0.068192,0.11006
0.00043159,-0.91584,-0.022011,0.11006
0.00086319,-0.51791,0.0077687,0.10962
0.00086319,0.35606,0.037549,0.10962
0.00043159,0.53302,0.0064739,0.10962
0.00043159,0.097108,0.09754,0.10919
0.0012948,-0.33837,0.12818,0.10919
0.0017264,-0.74752,0.063013,0.10962
0.0017264,-1.0647,-0.032369,0.10962
0.0017264,-1.4773,-0.082434,0.10962
0.002158,-1.3194,0.0064739,0.10962
0.002158,-0.57445,-0.061286,0.10962
0.0012948,0.30341,-0.024169,0.10962
0.0012948,0.84506,0.034959,0.11006
0.00086319,0.8921,-0.016832,0.11006
0.00086319,0.7924,0.025032,0.10962
0.0012948,0.65904,0.021148,0.10876
0.00086319,0.56323,-0.036685,0.10876
0.00086319,0.3388,0.0064739,0.10919
0.00043159,0.31463,0.0069055,0.10876
0.0012948,0.41519,0.044022,0.10876
0.0025896,0.39879,0.051791,0.10876
0.0030211,0.18688,0.080708,0.10876
0.0025896,0.15106,0.05136,0.10919
0.0030211,0.23047,0.028485,0.10919
0.0038843,-0.072508,-0.032801,0.10919
0.0034527,-0.70091,-0.025464,0.10876
0.0025896,-0.90419,0.16098,0.10876
0.002158,-0.76349,0.016832,0.10876
0.002158,-0.63056,-0.13552,0.10876
0.00043159,-0.75615,-0.041001,0.10876
-0.00086319,-0.4372,-0.0017264,0.10876
-0.00043159,0.19551,-0.11049,0.10876
-0.00086319,0.52482,-0.11739,0.10876
-0.0012948,0.55503,-0.036254,0.10876
-0.0017264,0.46008,-0.0073371,0.10876
-0.00086319,0.66724,0.05697,0.10876
-0.00043159,0.85628,0.033233,0.10876
-0.00043159,0.65602,0.011221,0.10876
0,0.11912,0.082003,0.10876
0.00043159,-0.32542,0.090634,0.10876
0.00086319,-0.63617,0.12603,0.10876
0.00086319,-0.94174,0.036254,0.10876
0,-1.038,-0.019853,0.10876
0,-0.99223,0.023306,0.10876
0,-0.61847,-0.011653,0.10876
-0.00043159,-0.38757,-0.1079,0.10919
-0.0012948,-0.35002,-0.038843,0.10919
-0.0012948,-0.27924,0.032369,0.10962
-0.0017264,-0.097972,-0.06517,0.10919
-0.0012948,-0.057833,-0.016832,0.10876
-0.0047475,-0.18084,-0.0017264,0.10876
-0.0038843,-0.18256,-0.047044,0.10876
-0.00086319,-0.31032,0.091066,0.10919
-0.00086319,-0.47,0.013811,0.10876
0,-0.82262,-0.035391,0.10876
0,-0.91627,0.11826,0.10876
0,-0.48511,-0.016401,0.10876
-0.00086319,-0.076823,-0.11653,0.10876
-0.00086319,-0.25378,-0.080708,0.10876
-0.00086319,-0.41735,0.028485,0.10919
-0.0012948,-0.24342,0.082866,0.10919
-0.002158,-0.15365,-0.018127,0.10876
-0.002158,-0.32499,-0.16012,0.10876
-0.0017264,-0.39534,-0.063876,0.10876
-0.0017264,-0.083297,0.049202,0.10876
-0.002158,0.37074,0.065602,0.10876
-0.002158,0.66767,-0.040138,0.10919
-0.00086319,0.62149,-0.036254,0.10919
-0.00086319,0.65991,0.11782,0.10876
-0.00043159,0.80967,0.10574,0.10876
-0.00086319,0.57402,0.017695,0.10919
0,0.0090634,0.068192,0.10962
-0.00043159,-0.30643,0.10833,0.10919
-0.0012948,-0.076392,0.13768,0.10876
-0.0017264,0.40268,0.059991,0.10876
-0.0025896,0.77169,-0.1735,0.10876
-0.0025896,1.1813,-0.19379,0.10876
-0.0025896,1.4182,0.0012948,0.10876
-0.002158,1.2456,-0.020285,0.10876
-0.0017264,1.1459,-0.028485,0.10876
-0.0012948,1.4148,0.047475,0.10876
-0.00086319,1.6435,0.013379,0.10876
-0.00086319,1.5421,-0.039707,0.10919
-0.00043159,1.0311,0.073802,0.10876
0,0.19465,0.18429,0.10876
0,-0.37635,0.088045,0.10876
0.00086319,-0.79154,0.0073371,0.10833
0.0017264,-1.372,0.022443,0.1079
0.0017264,-1.3302,0.012948,0.1079
0.002158,-0.66508,-0.1079,0.10833
0.0025896,-0.31377,-0.082003,0.10876
0.0025896,-0.20199,-0.06776,0.10876
0.0025896,-0.40656,-0.11092,0.10833
0.0034527,-0.40181,0.099266,0.10833
0.0034527,0.10876,0.031938,0.10876
0.0034527,0.59776,-0.19033,0.10876
0.0030211,0.69918,-0.02978,0.10876
0.0025896,0.69141,0.012948,0.10833
0.0030211,0.79543,-0.072076,0.1079
0.0030211,0.55546,0.079845,0.10833
0.0038843,0.36038,0.088908,0.10876
0.0030211,-0.07855,0.02719,0.10876
0.0034527,-0.47777,0.14458,0.10919
0.0051791,-1.0483,0.16573,0.10876
0.0060423,-1.7613,0.054381,0.10876
0.0069055,-1.9486,0.082003,0.10876
0.0073371,-1.7082,0.021148,0.10876
0.0073371,-1.2404,-0.1312,0.10876
0.0069055,-1.1265,-0.18558,0.10833
0.0069055,-1.0384,-0.17868,0.1079
0.0069055,-0.6189,-0.096677,0.1079
0.0073371,0.10099,-0.066034,0.1079
0.0073371,0.77212,-0.1476,0.10833
0.0077687,0.735,-0.093224,0.10876
0.0077687,0.918,0.097972,0.10876
0.0069055,1.3681,0.10358,0.10876
0.0069055,1.1334,0.1476,0.10833
0.0073371,0.33276,0.12603,0.10833
0.0073371,-0.56452,0.050928,0.1079
0.0090634,-1.0518,0.2076,0.10833
0.0090634,-1.2072,0.23263,0.10833
0.0086319,-1.2218,-0.051791,0.1079
0.0090634,-1.4186,-0.13423,0.10703
0.009495,-1.5792,-0.088045,0.10747
0.009495,-1.1562,-0.058265,0.1079
0.0099266,-0.57963,-0.15192,0.10833
0.0099266,-0.12775,-0.21536,0.1079
0.0099266,0.24212,-0.10229,0.10703
0.009495,0.89038,0.056107,0.10703
0.009495,1.6979,0.009495,0.10747
0.0090634,1.7531,-0.1489,0.1079
0.0090634,1.2805,-0.093224,0.1079
0.0090634,1.2231,0.1161,0.10747
0.0086319,1.3858,0.18213,0.10703
0.0082003,1.1549,0.18861,0.1066
0.0086319,0.56711,0.17264,0.10747
0.0090634,0.05136,0.21148,0.10833
0.009495,-0.18817,0.1243,0.10833
0.0090634,-0.11912,-0.058265,0.10833
0.0090634,0.086319,-0.19724,0.10833
0.009495,0.45317,-0.20803,0.1079
0.0090634,0.85714,-0.13077,0.1079
0.0086319,0.98662,-0.11653,0.1079
0.0086319,0.83729,-0.02719,0.10833
0.0082003,0.89944,0.069486,0.10876
0.0073371,1.3168,0.066465,0.1079
0.0069055,1.5511,-0.04618,0.1079
0.0069055,2.0449,-0.032801,0.10833
0.0056107,2.4342,0.034096,0.10876
0.0051791,1.9486,0.053517,0.10919
0.0043159,1.0129,0.30082,0.10919
0.0047475,0.20285,0.24946,0.10876
0.0025896,-0.15149,0.078118,0.10833
0,0.092792,0.048338,0.10833
0.0038843,0.49115,-0.052223,0.10919
0.0047475,0.6789,-0.15969,0.10919
0.0047475,0.65732,-0.10142,0.10876
0.0047475,0.60682,-0.091498,0.10919
0.0047475,0.53086,0.0073371,0.10876
0.0051791,0.69486,0.045317,0.10962
0.0051791,1.2098,-0.033664,0.11049
0.0047475,1.3984,-0.12603,0.10833
0.0047475,1.1856,-0.047907,0.11265
0.0051791,0.8183,0.021148,0.10272
0.0056107,0.49633,-0.0086319,0.12214
0.0060423,0.19163,-0.0043159,0.085455
0.0064739,0.05697,0.028054,0.15839
0.0069055,-0.084592,0.11308,-0.22054
0.0073371,-0.36858,0.20975,-0.55071
0.0073371,-0.75356,0.092361,-0.47346
0.0056107,-1.0742,0.05697,-0.51316
0.0064739,-1.3034,-0.032369,-0.49029
0.0060423,-1.3056,-0.11869,-0.50281
0.0047475,-0.67372,-0.12818,-0.49633
0.0043159,0.057833,-0.20889,-0.49892
0.0038843,0.33362,-0.11135,-0.49763
0.0034527,0.32542,-0.013379,-0.49763
0.0034527,0.41735,-0.0090634,-0.49763
0.0030211,0.40224,0.074234,-0.49719
0.0034527,0.62581,0.044886,-0.49676
0.0038843,0.93742,0.043591,-0.49676
0.0038843,0.82607,0.16012,-0.49633
0.0051791,0.35175,0.24946,-0.4959
0.0056107,-0.42857,0.18731,-0.4959
0.0064739,-1.4523,0.088476,-0.49547
0.0064739,-1.9206,0.019422,-0.49547
0.0069055,-1.6159,-0.08675,-0.49547
0.0069055,-1.4165,-0.15063,-0.49504
0.0069055,-1.259,-0.14847,-0.49504
0.0069055,-0.8839,-0.052223,-0.49461
0.0069055,-0.65084,-0.064307,-0.49417
0.0064739,-0.44281,-0.066897,-0.49417
0.0064739,0.076823,-0.042728,-0.49417
0.0064739,0.73716,-0.13164,-0.49417
0.0064739,0.92577,-0.23435,-0.49331
0.0069055,0.75399,-0.073371,-0.49547
0.0073371,0.6189,0.019853,-0.49029
0.0082003,0.57661,0.036254,-0.49849
0.0086319,0.48079,0.20803,-0.48425
0.0082003,0.42814,0.26457,-0.50583
0.0090634,0.2719,0.091498,-0.47173
0.0090634,-0.31506,0.082866,-0.52913
0.009495,-0.65473,0.0056107,-0.35909
0.0082003,-0.65818,-0.1312,0.11092
0.0073371,-0.43246,-0.10186,0.094519
0.0086319,0.10703,-0.042728,0.10401
0.0082003,0.61977,-0.063444,0.10445
0.0086319,0.57057,0.085887,0.10401
0.0082003,0.15408,0.059991,0.10833
0.0082003,-0.097108,-0.0090634,0.10617
0.0082003,0.087182,-0.015106,0.10833
0.0077687,0.48986,-0.02978,0.1066
0.0077687,0.68839,-0.041433,0.10876
0.0073371,0.7691,0.069055,0.10876
0.0069055,0.51273,0.077687,0.10876
0.0069055,0.23306,0.11049,0.10876
0.0069055,0.31161,0.17005,0.10876
0.0069055,0.34225,-0.02158,0.10919
0.0069055,0.37333,-0.13552,0.10919
0.0069055,0.17436,-0.046612,0.10919
0.0073371,-0.062581,-0.072076,0.10962
0.0069055,-0.0086319,0.0086319,0.10962
0.0060423,0.19163,0.1079,0.10919
0.0056107,0.39793,0.015969,0.10919
0.0051791,0.44842,-0.025464,0.10919
0.0051791,0.50324,0.014674,0.10919
0.0047475,0.48338,-0.14286,0.10919
0.0047475,0.11135,-0.20501,0.10962
0.0038843,-0.088476,-0.061286,0.10962
0.0043159,0.069918,0.044454,0.10919
0.0047475,0.35563,0.076823,0.10919
0.0034527,0.46396,0.05136,0.10919
0.0030211,0.2322,0.088476,0.11006
0.002158,-0.21839,0.11308,0.10962
0.002158,-0.73716,0.018127,0.10876
0.002158,-1.1778,-0.0012948,0.10876
0.002158,-1.2145,0.0038843,0.10876
0.002158,-0.99698,-0.0086319,0.10919
0.0025896,-0.87484,0.041433,0.10919
0.0034527,-0.81139,-0.036685,0.10962
0.0038843,-0.83513,0.02158,0.10919
0.0034527,-0.72594,0.025032,0.10919
0.0034527,-0.59042,-0.091929,0.10962
0.0034527,-0.56237,-0.10833,0.11006
0.0030211,-0.5779,-0.10488,0.10962
0.0025896,-0.53647,-0.063876,0.10919
0.002158,-0.36901,0.069055,0.10919
0.002158,-0.52266,0.0056107,0.10876
0.0012948,-0.83599,0.10056,0.10876
0.0012948,-0.96288,0.069918,0.10876
0.0017264,-0.76608,-0.012085,0.10919
0.0017264,-0.53388,0.068623,0.10962
0.0012948,-0.52741,0.022874,0.10962
0.0012948,-0.78722,-0.083729,0.10919
0.00086319,-1.3047,0,0.10919
-0.0030211,-1.5792,0.0077687,0.10919
-0.0012948,-1.3751,-0.0082003,0.10962
0.00043159,-1.0647,-0.046612,0.10962
0,-0.7199,-0.062581,0.10919
0.00043159,-0.28571,-0.074666,0.10876
0,-0.0051791,-0.019422,0.10919
0.00043159,0.047907,-0.015969,0.10962
0.00043159,-0.20199,0.028917,0.11049
0.00043159,-0.48511,0.058697,0.11049
0.00043159,-0.67544,0.03798,0.10962
0,-0.53388,0.091498,0.10962
0,-0.17997,0.080708,0.11006
0,-0.17782,-0.029348,0.11049
-0.0012948,-0.16357,-0.0030211,0.11049
-0.0017264,0.041001,0.012085,0.10919
-0.002158,0.13207,0.0025896,0.10876
-0.0025896,0.0086319,0.12344,0.10876
-0.0017264,-0.095814,0.024601,0.10919
-0.00086319,-0.19292,-0.093656,0.10962
-0.00086319,-0.29089,-0.011221,0.11006
-0.0025896,0.02719,0.0056107,0.11006
-0.002158,0.17566,-0.020285,0.10962
-0.00086319,-0.21148,-0.0051791,0.10962
-0.00086319,-0.46008,0.038843,0.10962
-0.00086319,-0.26413,-0.012085,0.10962
-0.00086319,-0.060423,0.058265,0.10962
-0.00043159,-0.16357,0.02978,0.10962
0,-0.2637,-0.075097,0.10919
0,-0.022443,-0.021148,0.10876
0,0.18515,-0.022443,0.10876
0.00043159,0.17566,-0.094519,0.10962
0.00043159,0.41649,0.11178,0.11006
0,0.70047,-0.069918,0.11006
0,0.50237,-0.10876,0.10919
-0.00043159,0.28442,0.07035,0.10919
-0.00086319,0.60078,0.034096,0.10919
-0.00043159,0.87052,0.036685,0.10919
-0.00086319,0.50712,0.013379,0.10962
-0.00086319,0.1476,-0.057833,0.10919
-0.00043159,-0.075529,0.12214,0.10876
-0.00043159,-0.12041,0.13552,0.10876
-0.00086319,-0.36858,0.09495,0.10919
-0.00043159,-0.63228,0.044886,0.10962
-0.00086319,-0.17695,-0.048338,0.10962
-0.0012948,-0.099266,-0.063444,0.10962
-0.00086319,0.042296,0.0077687,0.10919
-0.00043159,-0.023306,-0.045749,0.10876
-0.00043159,-0.76694,-0.14976,0.10876
-0.00086319,-0.22659,0.096677,0.10876
0,0.71946,-0.085887,0.10919
-0.00043159,0.78118,-0.22184,0.10919
-0.0030211,0.20975,0.12991,0.10919
-0.0017264,0.13423,0.09754,0.10876
-0.00043159,0.5628,0.13336,0.10876
0,0.086319,0.11351,0.10962
0,-0.4713,-0.22313,0.11006
0,-1.435,-0.095382,0.11006
0,-1.5015,0.15537,0.10919
0.00043159,-0.54899,0.10531,0.10919
0.00043159,-0.77773,-0.090203,0.10919
0,-1.3194,-0.079845,0.10919
0,-1.0893,0.0099266,0.10962
0,-0.32369,-0.016832,0.10919
0.00043159,0.29132,-0.1161,0.10876
0,0.30773,-0.1407,0.10876
-0.00043159,0.14976,0.094087,0.10919
-0.0017264,0.735,0.091066,0.10919
-0.0017264,0.78722,-0.18084,0.10919
-0.00086319,0.090203,-0.081571,0.10876
0.00043159,-0.28917,0.17825,0.10876
-0.00043159,0.14458,0.22141,0.10876
-0.00086319,0.83772,0.10488,0.10833
-0.00086319,0.87743,-0.07596,0.10876
-0.00086319,0.5697,-0.044454,0.10876
-0.00043159,0.43289,0.16055,0.10876
0,0.50108,-0.039707,0.10876
0.00043159,0.24514,-0.041864,0.10833
0,0.016401,0.19206,0.10876
0,0.36944,0.062149,0.10876
0,0.45188,-0.19896,0.10876
0.00043159,0.17307,-0.09495,0.10876
0.00043159,0.41217,0.059128,0.10833
-0.00043159,0.74752,0.034959,0.1079
-0.00086319,0.7609,0.050065,0.1079
-0.00086319,0.72421,-0.025464,0.10833
-0.0012948,0.41347,-0.0064739,0.10833
-0.0012948,0.3565,0.024601,0.10833
0,0.6448,-0.094519,0.10833
0.00086319,0.64782,-0.11308,0.10833
0.00086319,0.57186,0.024169,0.10876
0.0012948,0.653,-0.022011,0.10876
0.002158,0.64998,-0.066465,0.10876
0.002158,0.52741,0.012948,0.10876
0.002158,0.52482,0.15796,0.10833
0.002158,0.29348,0.2076,0.10833
0.0017264,-0.25421,-0.034527,0.10876
0.0017264,-0.61588,-0.029348,0.10876
0.0012948,-0.53431,0.05956,0.10876
0.00086319,-0.27406,-0.032801,0.10876
0.0012948,-0.55675,-0.18127,0.10876
0.00043159,-0.83988,-0.11092,0.10833
0.00086319,-0.53776,0.094087,0.10833
-0.002158,-0.087613,0.10013,0.10833
-0.0017264,0.076392,0.0064739,0.10876
0.0012948,-0.035822,-0.092792,0.10919
0.0012948,-0.29089,-0.009495,0.10876
0.002158,-0.33319,0.15106,0.10833
0.002158,-0.21148,0.069486,0.10833
0.002158,-0.44411,0.0060423,0.10876
0.0017264,-0.81442,0.067328,0.10876
0.002158,-0.81571,0.012516,0.10876
0.002158,-0.54899,-0.025032,0.10876
0.0017264,-0.45792,-0.073802,0.10876
0.0017264,-0.57747,-0.11308,0.10876
0.002158,-0.74622,-0.060423,0.10919
0.0025896,-0.77428,-0.0030211,0.10919
0.0025896,-0.64739,0.034527,0.10876
0.0025896,-0.66336,0.023738,0.10833
0.0030211,-0.84549,-0.033233,0.10833
0.002158,-1.0432,-0.025032,0.10833
0.0025896,-0.96245,0.075529,0.10833
0.0030211,-0.88131,-0.043159,0.1079
0.0034527,-0.97022,-0.022874,0.1079
0.0038843,-1.0052,-0.025896,0.10833
0.0038843,-0.81916,-0.066034,0.10833
0.0043159,-0.51877,0.05136,0.10833
0.0047475,-0.24471,-0.017264,0.10833
0.0047475,-0.015969,-0.057833,0.10876
0.0047475,0.1148,-0.011221,0.10876
0.0051791,-0.12128,-0.063013,0.10833
0.0056107,-0.35175,0.091498,0.10833
0.0056107,-0.17825,0.17221,0.1079
0.0060423,-0.20501,0.03798,0.10833
0.0064739,-0.52784,0.019422,0.10876
0.0069055,-0.78766,-0.064739,0.10876
0.0073371,-0.64739,-0.088476,0.10876
0.0073371,0.0069055,-0.04057,0.10876
0.0073371,0.81398,-0.1489,0.10876
0.0069055,1.4079,-0.024601,0.10876
0.0069055,1.6854,0.023738,0.10876
0.0069055,1.5848,0.020716,0.10833
0.0064739,1.3185,-0.05697,0.10833
0.0069055,0.9508,0.01899,0.10833
0.0069055,0.64437,0.14674,0.10833
0.0069055,0.7186,0.10401,0.10833
0.0077687,1.0155,0.11006,0.10876
0.0090634,1.2283,0.14588,0.10876
0.0086319,1.3686,0.075529,0.10876
0.0082003,1.1549,-0.041001,0.10876
0.0082003,0.76953,-0.047475,0.10876
0.0086319,0.60035,-0.15969,0.10876
0.0090634,0.79629,-0.078118,0.10876
0.0086319,1.1649,0.030643,0.10876
0.0069055,1.7544,0.052654,0.10876
0.0077687,2.1057,0.012516,0.10876
0.0086319,1.9486,-0.087182,0.10876
0.0086319,1.4998,-0.020716,0.10876
0.009495,0.95943,0.056539,0.10962
0.009495,0.83297,0.074234,0.10962
0.009495,0.85326,0.10445,0.10919
0.009495,0.55978,0.06517,0.10919
0.009495,0.34009,-0.012516,0.10919
0.009495,0.42814,0.059991,0.10919
0.009495,0.25464,-0.048338,0.10919
0.009495,-0.22529,-0.21536,0.10919
0.0090634,-0.28874,-0.0069055,0.10876
0.009495,0.25593,0.06517,0.10876
0.009495,0.70091,-0.097108,0.10919
0.010358,0.79888,0.053517,0.10962
0.011653,0.52352,0.11006,0.10962
0.012085,-0.073802,-0.002158,0.10962
0.012085,-0.28528,0.11955,0.10919
0.012085,-0.30427,0.038412,0.11006
0.011653,-0.52827,-0.080276,0.11092
0.011221,-0.85024,-0.021148,0.1079
0.01079,-0.97195,0.047044,0.11308
0.009495,-0.89512,0.079413,0.10142
0.0086319,-0.59387,-0.037117,0.12257
0.0090634,-0.37419,-0.15667,0.084161
0.0077687,-0.36901,-0.063444,0.16012
0.0069055,-0.039275,-0.010358,-0.1912
0.0064739,0.4208,-0.047907,-0.54985
0.0056107,0.55675,-0.026759,-0.47432
0.0051791,0.45576,0.035391,-0.5123
0.0047475,0.23694,0.02719,-0.49115
0.0047475,0.063876,0.095814,-0.50237
0.0047475,-0.0077687,0.12732,-0.49633
0.0051791,-0.097972,0.074234,-0.49849
0.0056107,-0.018558,0.044022,-0.49806
0.0056107,-0.17436,0.082434,-0.49763
0.0060423,-0.78334,-0.065602,-0.49763
0.0073371,-1.3966,-0.08675,-0.49676
0.0073371,-1.4044,0.059991,-0.49676
0.0069055,-0.64264,0.0051791,-0.49633
0.0069055,-0.035822,-0.14717,-0.49633
0.0060423,0.34398,-0.093656,-0.4959
0.0056107,0.64221,-0.0099266,-0.4959
0.0047475,0.71903,-0.026759,-0.4959
0.0047475,0.36642,0.012948,-0.49547
0.0056107,-0.17695,-0.11351,-0.49504
0.0060423,-0.069055,-0.11351,-0.49504
0.0064739,0.58438,0.03798,-0.49461
0.0060423,1.6133,0.0077687,-0.49461
0.0069055,2.148,0.00043159,-0.49417
0.0043159,1.6202,0.027622,-0.49461
0.0030211,0.69702,0.1066,-0.49461
0.0064739,0.062149,0.12387,-0.49417
0.0064739,-0.17911,0.067328,-0.49331
0.0064739,-0.093224,0.028485,-0.49547
0.0056107,0.32369,0.025464,-0.49029
0.0056107,0.89901,0.018127,-0.49849
0.0056107,0.95296,0.0056107,-0.48425
0.0051791,0.77859,0.02158,-0.50669
0.0056107,0.74234,-0.037117,-0.47
0.0056107,0.49849,-0.064307,-0.53345
0.0056107,0.26413,-0.03798,-0.33535
0.0060423,0.40958,0.018558,0.12171
0.0060423,0.60509,0.023738,0.091066
0.0056107,0.38671,0.017695,0.10703
0.0056107,0.24514,0.02158,0.10315
0.0051791,0.24644,0.053949,0.10445
0.0056107,0.36772,0.041001,0.10747
0.0047475,0.44713,-0.0077687,0.10574
0.0034527,0.41088,-0.042296,0.10876
0.0038843,0.19033,0.029348,0.10703
0.0043159,-0.27838,-0.053517,0.10876
0.0047475,-0.80406,-0.04057,0.10876
0.0047475,-1.2348,-0.047907,0.10919
0.0047475,-1.0712,0.044454,0.10962
0.0043159,-0.95209,0.019422,0.10919
0.0043159,-0.68407,-0.078981,0.10962
0.0047475,-0.39361,-0.092792,0.10962
0.0047475,-0.40138,-0.11178,0.10919
0.0047475,-0.32499,-0.015106,0.10962
0.0051791,-0.31247,0.035391,0.10962
0.0051791,-0.4631,0.049633,0.11006
0.0051791,-0.74191,0.13336,0.10962
0.0051791,-0.81355,-0.0056107,0.10962
0.0051791,-0.92361,0.033664,0.10962
0.0051791,-1.0937,0.062581,0.10962
0.0047475,-1.1338,0.050496,0.11049
0.0047475,-1.2887,0.012516,0.11049
0.0047475,-1.4614,0.054812,0.11049
